DATAFLOW,LAST UPDATE,freq,currency,estruct,ecase,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2017,6049.96,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2018,6669.59,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2019,7230.37,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2020,7629.63,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2021,8069.82,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2022,9083.98,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2023,10525.08,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Romania,2024,12654.52,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2000,20684.65,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2001,20321.66,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2002,21700.56,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2003,22139.37,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2004,22945.65,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2005,23388.42,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2006,24243.82,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2007,26364.04,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2008,26789.77,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2009,25451.97,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2010,29043.96,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2011,31319.63,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2012,33473.42,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2013,34473.44,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2014,33923.28,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2015,33389.85,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2016,33711.94,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2017,33923.05,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2018,32688.36,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2019,32427.59,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2020,33366.68,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2021,35485.73,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2022,35188.72,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2023,34207.06,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Sweden,2024,36147.03,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2000,5731.72,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2001,6372.14,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2002,6948.28,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2003,7517.19,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2004,8011.04,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2005,8474.72,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2006,8915.99,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2007,9820.88,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2008,10556.93,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2009,10782.68,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2010,11284.13,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2011,11567.85,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2012,11707.47,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2013,11824.18,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2014,11980.57,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2015,12062.45,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2016,12202.35,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2017,12487.25,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2018,12902.38,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2019,13298.17,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2020,13896.79,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2021,14601.22,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2022,15668.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2023,17113.88,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovenia,2024,17864.75,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2000,4196.64,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2001,4333.99,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2002,4549.97,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2003,4804.77,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2004,5247.64,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2005,5644.51,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2006,6018.99,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2007,6408.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2008,7023.15,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2009,7264.52,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2010,7493.69,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2011,7642.75,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2012,7797.27,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2013,7936.58,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2014,8250.32,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2015,8426.75,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2016,8654.34,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2017,8961.03,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2018,9464.61,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2019,9975.02,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2020,10250.84,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2021,10982.50,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2022,11846.85,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2023,13027.56,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Slovakia,2024,14069.86,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2000,6874930772.44,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2001,4857838258.35,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2002,5126309581.16,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2003,5235964722.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2004,5463.04,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2005,6521.22,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2006,6022.52,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2007,5256.32,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2008,5764.23,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2009,5594.82,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2010,6629.01,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2011,6184.54,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2012,6956.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2013,7107.48,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2014,6879.90,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2015,7487.85,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2016,8108.39,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2017,7214.91,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2018,6127.23,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2019,6904.04,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2020,6445.15,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2021,5845.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2022,6285.77,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2023,8768.30,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,Türkiye,2024,11439.80,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2000,30322.73,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2001,31007.99,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2002,31745.34,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2003,29671.40,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2004,31602.41,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2005,32449.78,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2006,33695.55,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2007,35426.57,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2008,31196.54,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2009,28019.83,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2010,29829.08,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2011,29426.23,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2012,32361.69,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2013,31413.75,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2014,33290.73,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2015,37959.11,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2016,34651.93,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2017,33620.36,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2018,34278.53,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United Kingdom,2019,35782.77,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2000,26934.48,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2001,28537.22,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2002,27907.19,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2003,24109.63,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2004,22336.92,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2005,22909.51,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2006,23705.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2007,23068.07,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2008,22339.29,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2009,24080.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2010,25970.44,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2011,25726.08,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2012,28377.81,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2013,27376.96,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2014,28056.90,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2015,34159.70,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2016,34810.07,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2017,34916.19,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2018,35528.34,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2019,38469.36,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2020,41031.88,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2021,40787.20,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2022,46310.59,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2023,47398.22,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,Euro,Net earning,Single person without children earning 100% of the average earning,United States,2024,49335.49,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2000,41051.73,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2001,41547.98,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2002,42359.02,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2003,43913.64,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2004,44008.93,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2005,45567.52,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2006,46782.92,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2007,47940.45,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2008,48984.17,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2009,50855.76,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2010,51540.31,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2011,52751.34,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2012,53786.12,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2013,55041.07,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2014,55930.69,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2015,57048.28,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2016,61203.06,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2017,62166.29,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2018,63281.87,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2019,64650.25,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2020,66064.73,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2021,67424.41,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2022,72001.22,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2023,76751.81,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Austria,2024,83494.82,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Belgium,2000,35263.63,,
ESTAT:EARN_NT_NET(1.0),09/02/26 23:00:00,Annual,National currency,Net earning,"Two-earner couple without children, both earning 100% of the average earning",Belgium,2001,36934.61,,
