DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Denmark,2021,5840045,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Denmark,2022,5873420,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Denmark,2023,5932654,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Denmark,2024,5961249,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Denmark,2025,5992734,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1990,1570599,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1991,1567749,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1992,1554878,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1993,1511303,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1994,1476952,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1995,1448075,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1996,1425192,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1997,1405996,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1998,1393074,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,1999,1379237,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2000,1401250,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2001,1392720,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2002,1383510,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2003,1375190,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2004,1366250,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2005,1358850,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2006,1350700,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2007,1342920,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2008,1338440,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2009,1335740,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2010,1333290,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2011,1329660,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2012,1325217,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2013,1320174,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2014,1315819,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2015,1314870,b,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2016,1315944,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2017,1315635,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2018,1319133,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2019,1324820,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2020,1328976,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2021,1330068,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2022,1331796,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2023,1365884,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2024,1374687,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Estonia,2025,1369995,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1990,11189203,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1991,11291916,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1992,11405515,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1993,11499380,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1994,11588759,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1995,11665036,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1996,11731192,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1997,11775077,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1998,11817765,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,1999,11876593,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2000,11954416,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2001,12023715,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2002,12099819,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2003,12188439,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2004,12266469,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2005,12349642,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2006,12434143,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2007,12532713,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2008,12681480,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2009,12856065,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2010,12997529,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2011,13145040,b,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2012,13296582,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2013,13449030,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2014,13611487,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2015,13769934,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2016,13911262,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2017,14054026,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2018,14166313,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2019,14268108,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2020,14376494,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2021,14469516,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2022,14579617,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2023,14731804,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2024,14936057,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,European Free Trade Association,2025,15075699,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1990,10120892,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1991,10272691,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1992,10367163,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1993,10430958,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1994,10489871,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1995,10535973,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1996,10588332,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1997,10629267,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1998,10693250,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,1999,10747768,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2000,10775627,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2001,10835989,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2002,10888274,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2003,10915770,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2004,10940369,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2005,10969912,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2006,11004716,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2007,11036008,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2008,11060937,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2009,11094745,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2010,11119289,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2011,11123392,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2012,11086406,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2013,11003615,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2014,10926807,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2015,10858018,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2016,10783748,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2017,10768193,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2018,10741165,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2019,10724599,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2020,10718565,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2021,10678632,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2022,10461627,b,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2023,10413982,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2024,10375764,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Greece,2025,10372335,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1990,38853227,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1991,38881416,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1992,39051336,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1993,39264034,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1994,39458489,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1995,39639726,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1996,39808374,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1997,39971329,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1998,40143449,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,1999,40303568,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2000,40470182,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2001,40665545,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2002,41035278,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2003,41827838,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2004,42547451,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2005,43296338,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2006,44009971,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2007,44784666,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2008,45668939,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2009,46239273,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2010,46486619,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2011,46667174,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2012,46818219,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2013,46712650,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2014,46495744,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2015,46425722,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2016,46418884,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2017,46497393,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2018,46645070,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2019,46918951,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2020,47318050,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2021,47400798,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2022,47486843,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2023,48085361,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2024,48619695,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Spain,2025,49128297,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1990,4974383,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1991,4998478,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1992,5029002,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1993,5054982,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1994,5077912,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1995,5098754,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1996,5116826,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1997,5132320,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1998,5147349,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,1999,5159646,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2000,5171302,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2001,5181115,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2002,5194901,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2003,5206295,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2004,5219732,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2005,5236611,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2006,5255580,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2007,5276955,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2008,5300484,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2009,5326314,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2010,5351427,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2011,5375276,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2012,5401267,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2013,5426674,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2014,5451270,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2015,5471753,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2016,5487308,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2017,5503297,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2018,5513130,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2019,5517919,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2020,5525292,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2021,5533793,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2022,5548241,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2023,5563970,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2024,5603851,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Finland,2025,5635971,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1991,58313439,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1992,58604851,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1993,58885929,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1994,59104320,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1995,59315139,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1996,59522297,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1997,59726386,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1998,59934884,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,1999,60158533,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2000,60545022,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2001,60979315,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2002,61424036,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2003,61864088,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2004,62292241,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2005,62772870,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2006,63229635,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2007,63645065,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2008,64007193,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2009,64350226,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2010,64658856,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2011,64978721,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2012,65276983,b,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2013,65600350,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2014,66165980,b,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2015,66458153,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2016,66638391,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2017,66809816,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2018,67026224,p,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2019,67290471,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2020,67473651,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2021,67728568,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2022,68091703,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2023,68277210,p,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2024,68669303,p,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,France,2025,68882600,p,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1990,56577000,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1991,56840661,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1992,57110533,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1993,57369161,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1994,57565008,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1995,57752535,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1996,57935959,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1997,58116018,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1998,58298962,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,1999,58496613,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,2000,58858198,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,2001,59266572,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,2002,59685899,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,2003,60101841,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,2004,60505421,,
ESTAT:DEMO_PJAN(1.0),13/02/26 11:00:00,Annual,Number,Total,Total,Metropolitan France,2005,60963264,,
