DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,aircraft,rep_airp,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2021-10,132631,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2021-11,100783,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2021-12,97659,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-01,74961,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-02,73752,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-03,94533,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-04,151659,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-05,201340,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-06,266103,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-07,309751,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-08,297360,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-09,278964,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-10,214009,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-11,129643,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2022-12,130019,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-01,136066,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-02,131670,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-03,144009,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-04,186483,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-05,240816,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-06,315327,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-07,347494,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-08,355514,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-09,339909,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-10,252108,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-11,141194,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2023-12,152147,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-01,150772,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-02,157149,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-03,170620,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-04,246935,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-05,329499,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-06,405784,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-07,429699,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-08,442619,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-09,415516,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-10,318161,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-11,192086,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2024-12,181970,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-01,187794,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-02,193205,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-03,216275,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-04,309522,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-05,394681,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-06,440206,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-07,471399,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-08,492012,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-09,442430,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,POZNAN/LAWICA airport,2025-10,357104,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-01,25297,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-02,24812,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-03,35166,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-04,37383,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-05,45580,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-06,47056,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-07,55449,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-08,55343,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-09,50803,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-10,44861,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-11,33697,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2011-12,35726,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-01,35160,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-02,33121,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-03,40998,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-04,46993,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-05,50789,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-06,54321,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-07,66181,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-08,63155,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-09,56216,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-10,49097,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-11,32308,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2012-12,35245,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-01,32694,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-02,31203,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-03,31070,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-04,43992,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-05,53975,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-06,57394,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-07,68873,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-08,68022,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-09,64643,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-10,57302,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-11,39002,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2013-12,39969,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-01,37403,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-02,35919,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-03,43775,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-04,45758,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-05,52249,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-06,59125,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-07,69617,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-08,67173,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-09,60205,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-10,49773,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-11,39351,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2014-12,39135,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-01,39223,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-02,39280,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-03,47601,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-04,52646,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-05,57242,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-06,57413,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-07,67500,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-08,70078,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-09,61988,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-10,56952,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-11,44028,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2015-12,46566,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-01,44601,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-02,43106,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-03,55301,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-04,53796,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-05,56988,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-06,61331,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-07,65926,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-08,64961,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-09,62727,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-10,61112,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-11,43651,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2016-12,48621,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-01,48140,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-02,43003,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-03,54157,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-04,53330,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-05,60825,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-06,64197,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-07,71312,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-08,71554,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-09,65255,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-10,59328,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-11,48808,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2017-12,51797,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-01,49983,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-02,45742,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-03,55442,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-04,60965,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-05,67648,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-06,74322,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-07,85126,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-08,83374,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-09,76539,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-10,66539,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-11,52428,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2018-12,51378,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-01,52202,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-02,52247,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-03,60001,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-04,59590,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-05,66163,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-06,73131,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-07,83557,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-08,85487,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-09,74752,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-10,64022,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-11,49795,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2019-12,51158,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2020-01,51211,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2020-02,45948,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2020-03,18147,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2020-04,97,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2020-05,33,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2020-06,2933,,
ESTAT:AVIA_TF_ACA(1.0),25/02/26 23:00:00,Monthly,Passenger,Passengers on board,Total transport,Total,RZESZOW/JASIONKA airport,2020-07,22595,,
